id,description,amount,category,merchant,carbon_kg,date,confidence
2560,Duke Energy #2879,74.4,Energy,Duke Energy,34.32,2025-01-19,0.8949445390968657
2561,Uber #5033,80.71,Transportation,Uber,57.04,2024-11-02,0.932187419037659
2562,Whole Foods #8393,46.98,Food,Whole Foods,13.17,2024-06-29,0.8738508458576544
2563,AMC Theaters #6237 TX,82.77,Entertainment,AMC Theaters,8.43,2025-03-02,0.7488861906607736
2564,Uber #8300,80.4,Transportation,Uber,53.74,2024-10-06,0.7803672619457519
2565,Chevron #2430,63.1,Transportation,Chevron,41.48,2024-09-14,0.8949439472511506
2566,Starbucks #6475,5.7,Food,Starbucks,1.85,2024-09-12,0.7863867142320076
2567,Amazon #6086 CA,322.01,Shopping,Amazon,67.42,2025-05-24,0.7945100776843759
2568,Whole Foods #3951 NY,115.23,Food,Whole Foods,28.71,2025-02-11,0.8792798112841597
2569,Spotify #5288,84.45,Entertainment,Spotify,7.86,2024-08-02,0.743009102321212
2570,Safeway #5699,57.94,Food,Safeway,17.15,2025-04-15,0.8150689289316059
2571,Amazon #3206,147.01,Shopping,Amazon,31.76,2025-05-15,0.850179882498216
2572,ConEd Utility #2409 CA,117.28,Energy,ConEd Utility,44.91,2024-10-14,0.8718384042991882
2573,Delta Airlines #9876,15.78,Transportation,Delta Airlines,11.62,2024-06-21,0.8829122902784411
2574,ConEd Utility #4704,78.64,Energy,ConEd Utility,25.62,2024-11-20,0.8320152769206275
2575,AMC Theaters #5581,55.3,Entertainment,AMC Theaters,5.23,2024-08-23,0.9304358214395747
2576,Delta Airlines #7827,63.14,Transportation,Delta Airlines,43.21,2024-09-11,0.8951241550254944
2577,Chevron #4933,172.68,Transportation,Chevron,144.02,2025-06-18,0.7214022328137402
2578,Apple Store #6403 CA,70.89,Shopping,Apple Store,12.36,2024-06-23,0.7284440313642595
2579,Target #5470,86.45,Shopping,Target,14.24,2025-06-03,0.7912088620907216
2580,Safeway #9975,89.05,Food,Safeway,21.83,2024-08-20,0.8863349028019555
2581,Apple Store #1724,61.76,Shopping,Apple Store,12.41,2024-09-27,0.9273225459962042
2582,PG&E Electric #1159 CA,54.72,Energy,PG&E Electric,19.64,2024-12-16,0.7828597547709423
2583,ConEd Utility #8423 TX,75.71,Energy,ConEd Utility,30.08,2024-12-08,0.9208989264905951
2584,Lyft #3187,59.91,Transportation,Lyft,39.71,2025-04-27,0.8172444875396545
2585,Spotify #8395,14.73,Entertainment,Spotify,1.76,2025-05-18,0.7661833471276341
2586,ConEd Utility #6399 NY,98.59,Energy,ConEd Utility,39.66,2025-01-22,0.8326605487008213
2587,Spotify #4925,70.39,Entertainment,Spotify,7.28,2025-04-02,0.7454427623241905
2588,McDonalds #2092,6.65,Food,McDonalds,1.97,2024-11-27,0.9911049224176042
2589,Starbucks #5183,145.5,Food,Starbucks,38.5,2024-07-05,0.7757344208896427
2590,Delta Airlines #6140,178.55,Transportation,Delta Airlines,124.46,2025-04-15,0.8672185468682696
2591,PG&E Electric #8469 CA,258.5,Energy,PG&E Electric,121.04,2025-01-02,0.8272936584689258
2592,PG&E Electric #4070,256.1,Energy,PG&E Electric,99.08,2025-04-19,0.7360596946273829
2593,Target #5218,360.85,Shopping,Target,68.25,2024-10-11,0.9266873965883233
2594,ConEd Utility #1757,223.2,Energy,ConEd Utility,101.4,2025-06-15,0.9898331822837017
2595,Apple Store #5938 CA,496.85,Shopping,Apple Store,91.78,2024-11-04,0.7088249530275814
2596,Duke Energy #9205 NY,249.39,Energy,Duke Energy,91.15,2024-12-12,0.906050045550284
2597,Starbucks #2388,73.28,Food,Starbucks,19.39,2024-10-18,0.9916608959635811
2598,Best Buy #1529 NY,279.84,Shopping,Best Buy,60.2,2025-01-07,0.7238422332273566
2599,Subway #7483,64.96,Food,Subway,16.42,2025-01-11,0.9873724582845073
2600,Delta Airlines #6500 TX,110.14,Transportation,Delta Airlines,86.75,2024-07-20,0.7899276743591008
2601,Delta Airlines #4974,115.99,Transportation,Delta Airlines,76.42,2025-01-29,0.7479595562979607
2602,Duke Energy #9810,112.25,Energy,Duke Energy,47.19,2024-11-23,0.9885569448765199
2603,Best Buy #3259 NY,402.61,Shopping,Best Buy,76.41,2025-03-20,0.9833725345192373
2604,Uber #2177,97.97,Transportation,Uber,83.16,2024-09-04,0.8596610532375795
2605,McDonalds #9956,63.89,Food,McDonalds,16.91,2025-04-26,0.859324385568754
2606,Apple Store #8448,257.39,Shopping,Apple Store,46.07,2024-12-14,0.8672683728086319
2607,Spotify #6297,99.04,Entertainment,Spotify,10.13,2024-08-22,0.9381109721228411
2608,Safeway #3765,44.49,Food,Safeway,15.76,2024-10-17,0.8027299735987619
2609,PG&E Electric #8774,89.3,Energy,PG&E Electric,39.53,2024-12-03,0.9608612435706452
2610,Chevron #3842,85.82,Transportation,Chevron,69.72,2025-03-12,0.7469697141948446
2611,Whole Foods #3254,80.17,Food,Whole Foods,23.94,2025-05-04,0.7868823869446816
2612,AMC Theaters #8562,99.82,Entertainment,AMC Theaters,8.58,2025-06-20,0.987193964332671
2613,McDonalds #9299,35.21,Food,McDonalds,11.94,2024-10-31,0.9911709776180607
2614,Best Buy #1683,477.28,Shopping,Best Buy,96.77,2024-11-10,0.8056298923375598
2615,PG&E Electric #4316,241.34,Energy,PG&E Electric,80.41,2025-01-01,0.9499334172373602
2616,Best Buy #5310 TX,144.97,Shopping,Best Buy,23.42,2025-02-02,0.7219199815666316
2617,Duke Energy #1344,265.03,Energy,Duke Energy,107.23,2025-01-12,0.9941038575557182
2618,McDonalds #1991,30.78,Food,McDonalds,9.83,2025-04-29,0.9201320155305508
2619,Netflix #4601,64.01,Entertainment,Netflix,7.4,2024-08-22,0.723404007108325
2620,Starbucks #5562,40.85,Food,Starbucks,12.59,2025-02-01,0.7293691218803545
2621,Chevron #1338 NY,156.56,Transportation,Chevron,115.03,2024-12-19,0.8352875258323788
2622,Whole Foods #5486,127.85,Food,Whole Foods,40.84,2024-11-06,0.8429455097759595
2623,Best Buy #6000 CA,406.02,Shopping,Best Buy,86.21,2025-05-26,0.8259898551978488
2624,Best Buy #2364,41.36,Shopping,Best Buy,6.96,2024-10-01,0.919757440027583
2625,Duke Energy #6374,191.03,Energy,Duke Energy,64.85,2024-12-11,0.9787806081122403
2626,Spotify #8495,52.9,Entertainment,Spotify,5.62,2025-05-28,0.7937927206664859
2627,Apple Store #1534,388.63,Shopping,Apple Store,70.55,2024-10-08,0.8313624145602433
2628,Netflix #6016 TX,72.67,Entertainment,Netflix,6.37,2025-05-23,0.8127074436082912
2629,Best Buy #2114,387.98,Shopping,Best Buy,84.61,2024-08-26,0.9969728938277789
2630,Best Buy #5629,222.99,Shopping,Best Buy,53.32,2025-04-10,0.939012802983877
2631,Spotify #2665,21.67,Entertainment,Spotify,2.08,2024-09-02,0.9200531633867487
2632,PG&E Electric #9906,290.66,Energy,PG&E Electric,122.15,2024-11-27,0.8826164303027304
2633,Chevron #4286,110.33,Transportation,Chevron,74.05,2025-01-21,0.9307588117808215
2634,Duke Energy #8936,282.3,Energy,Duke Energy,97.1,2025-04-22,0.9843217787890473
2635,Uber #1188 CA,89.97,Transportation,Uber,74.64,2024-11-27,0.8036320032893947
2636,Whole Foods #3989,99.99,Food,Whole Foods,24.92,2025-03-29,0.9755808144236332
2637,Spotify #8556,64.7,Entertainment,Spotify,7.61,2025-05-18,0.9191426992413396
2638,Spotify #2134,72.12,Entertainment,Spotify,7.49,2025-01-02,0.8057015063091737
2639,Spotify #6939 NY,20.64,Entertainment,Spotify,2.21,2025-06-14,0.7723297854386063
2640,Target #5367,252.39,Shopping,Target,43.82,2024-09-10,0.8255730646715661
2641,Netflix #1531 TX,90.5,Entertainment,Netflix,7.6,2024-12-25,0.9165401083070515
2642,Best Buy #4240,380.11,Shopping,Best Buy,65.13,2024-09-18,0.8762922190853845
2643,ConEd Utility #4896,106.36,Energy,ConEd Utility,37.81,2025-06-04,0.7165086970469826
2644,AMC Theaters #6703,36.58,Entertainment,AMC Theaters,3.07,2025-03-01,0.9359511983945967
2645,Starbucks #8964,74.34,Food,Starbucks,24.15,2024-10-04,0.7675362637819203
2646,Chevron #1821,97.72,Transportation,Chevron,92.06,2024-12-31,0.8681871001148951
2647,Subway #4331 CA,68.1,Food,Subway,23.44,2025-05-08,0.7280030694225442
2648,Best Buy #7881 CA,397.47,Shopping,Best Buy,91.76,2024-12-02,0.7138914481605124
2649,Safeway #9412,133.54,Food,Safeway,42.7,2025-06-14,0.8939497953663015
2650,Best Buy #8711,292.13,Shopping,Best Buy,48.46,2025-04-21,0.7750091712658582
2651,ConEd Utility #5091,239.58,Energy,ConEd Utility,88.23,2024-10-23,0.9776222093468616
2652,PG&E Electric #4093,81.36,Energy,PG&E Electric,35.81,2025-04-24,0.8402983673309364
2653,Apple Store #1532,249.08,Shopping,Apple Store,51.54,2024-07-30,0.7066198344077725
2654,Whole Foods #5976,23.23,Food,Whole Foods,5.71,2024-12-30,0.7558179189558365
2655,Subway #5560,126.83,Food,Subway,36.96,2024-09-28,0.8332001800747957
2656,Netflix #4553,94.58,Entertainment,Netflix,8.29,2024-07-04,0.7264101842539956
2657,Whole Foods #1975,126.19,Food,Whole Foods,37.18,2024-10-24,0.7620268105077347
2658,Duke Energy #6841,87.9,Energy,Duke Energy,41.8,2025-04-03,0.9645833729451294
2659,Whole Foods #2157,105.72,Food,Whole Foods,35.7,2025-01-19,0.8201786293027803
2660,Duke Energy #3185,257.08,Energy,Duke Energy,90.59,2025-04-20,0.8287940321661811
2661,Uber #2578,145.1,Transportation,Uber,101.8,2024-08-14,0.8752738458743173
2662,Safeway #7463,63.07,Food,Safeway,20.68,2025-03-19,0.9713800495628118
2663,Subway #9369,35.05,Food,Subway,10.98,2025-06-02,0.8259959897704583
2664,Safeway #7377,47.56,Food,Safeway,11.77,2025-06-17,0.7085932303112331
2665,ConEd Utility #4194,76.51,Energy,ConEd Utility,30.54,2024-08-07,0.9800186618536069
2666,Lyft #1677,93.11,Transportation,Lyft,66.33,2025-03-12,0.7134092643151753
2667,Lyft #8245,180.14,Transportation,Lyft,168.36,2025-04-13,0.9974404646966246
2668,Best Buy #2057,152.87,Shopping,Best Buy,31.04,2025-04-12,0.8530740813899751
2669,Duke Energy #3813,217.12,Energy,Duke Energy,73.44,2025-06-05,0.9055525084086556
2670,Duke Energy #7716,156.93,Energy,Duke Energy,51.97,2024-08-20,0.871452063759562
2671,ConEd Utility #5675 CA,213.82,Energy,ConEd Utility,70.52,2024-11-14,0.8423368498310957
2672,Duke Energy #4516,192.02,Energy,Duke Energy,73.5,2024-10-14,0.9576689954269473
2673,Starbucks #6579,78.23,Food,Starbucks,21.43,2024-10-24,0.7468942331566638
2674,Subway #3147,16.91,Food,Subway,4.11,2025-05-31,0.7394549855067946
2675,Target #3954,350.46,Shopping,Target,59.92,2024-06-28,0.978445247480672
2676,Apple Store #6342 NY,210.69,Shopping,Apple Store,39.48,2025-04-09,0.7818434242694213
2677,Subway #7401,110.82,Food,Subway,35.79,2024-12-03,0.8333730687132922
2678,McDonalds #3426 NY,120.91,Food,McDonalds,36.84,2024-12-13,0.9925474719563085
2679,Target #5997,336.74,Shopping,Target,55.0,2025-05-03,0.9614167209813589
2680,Amazon #3269,349.53,Shopping,Amazon,77.98,2024-10-07,0.9624449015587347
2681,Best Buy #7305 NY,152.64,Shopping,Best Buy,24.43,2024-08-27,0.9677165934065967
2682,Lyft #1947,131.08,Transportation,Lyft,96.81,2025-01-26,0.9162057696814836
2683,Apple Store #6080,254.24,Shopping,Apple Store,51.33,2024-06-26,0.8964049459085832
2684,Target #2769,391.33,Shopping,Target,74.59,2025-01-18,0.9992903592199206
2685,Netflix #4660,91.3,Entertainment,Netflix,7.55,2024-10-06,0.9573540893352644
2686,Netflix #3936,82.69,Entertainment,Netflix,7.52,2024-09-12,0.8992289703756083
2687,Starbucks #1331,133.97,Food,Starbucks,32.4,2024-07-29,0.8862559367292183
2688,Netflix #5487,92.53,Entertainment,Netflix,9.57,2025-01-28,0.8061033585495074
2689,Apple Store #8964 CA,48.93,Shopping,Apple Store,8.33,2024-11-15,0.991279306096627
2690,PG&E Electric #7727 TX,246.55,Energy,PG&E Electric,93.73,2025-02-12,0.8639499887884443
2691,McDonalds #6584 NY,148.39,Food,McDonalds,38.42,2024-07-07,0.7638493207889587
2692,Netflix #4871,78.99,Entertainment,Netflix,6.79,2025-02-19,0.8945968375471609
2693,Delta Airlines #7096,169.65,Transportation,Delta Airlines,143.35,2025-02-05,0.7849888716843088
2694,Apple Store #8113,125.15,Shopping,Apple Store,23.52,2025-04-11,0.8177342591826888
2695,PG&E Electric #7391,297.24,Energy,PG&E Electric,101.15,2025-05-02,0.7738426630837436
2696,Safeway #5612,96.42,Food,Safeway,24.71,2024-07-01,0.7809762433236694
2697,PG&E Electric #3309 TX,222.94,Energy,PG&E Electric,106.2,2024-09-11,0.9071801050590055
2698,PG&E Electric #9194,153.75,Energy,PG&E Electric,62.79,2024-10-17,0.9067139291500979
2699,Starbucks #3258,47.4,Food,Starbucks,12.94,2025-01-08,0.9041615552995451
2700,PG&E Electric #4110 TX,166.13,Energy,PG&E Electric,62.95,2024-09-30,0.7293390063716914
2701,Chevron #9440,48.03,Transportation,Chevron,43.26,2024-12-11,0.7739803871714429
2702,Whole Foods #3083,63.44,Food,Whole Foods,19.28,2025-06-14,0.7628792228970155
2703,Subway #7956,103.15,Food,Subway,29.81,2025-05-11,0.8251986873761699
2704,Duke Energy #8670 CA,94.8,Energy,Duke Energy,39.88,2024-10-22,0.7291400702246104
2705,Shell Gas Station #1864,69.94,Transportation,Shell Gas Station,49.03,2025-03-12,0.8197879922306331
2706,PG&E Electric #9585,135.35,Energy,PG&E Electric,58.15,2024-12-15,0.8137619071266006
2707,Netflix #9606,42.98,Entertainment,Netflix,4.23,2024-08-05,0.9698499630519275
2708,Spotify #8005,70.93,Entertainment,Spotify,7.48,2024-08-25,0.9900349521181468
2709,Netflix #4226,72.96,Entertainment,Netflix,7.89,2025-04-16,0.9720386989911861
2710,Target #8187,467.89,Shopping,Target,85.88,2024-10-30,0.8546090698289319
2711,Safeway #9674,31.06,Food,Safeway,7.75,2025-05-24,0.7910288368953489
2712,Safeway #2491 CA,11.68,Food,Safeway,3.76,2024-08-15,0.7337051987610385
2713,Starbucks #5837 CA,57.95,Food,Starbucks,20.73,2025-02-25,0.8669498721302126
2714,Best Buy #7673 NY,107.24,Shopping,Best Buy,22.2,2025-06-04,0.8304435134097778
2715,Amazon #9656,375.13,Shopping,Amazon,61.48,2025-05-17,0.9702365919847926
2716,Spotify #8187 CA,82.87,Entertainment,Spotify,9.71,2024-09-11,0.9914468825721613
2717,Amazon #7302,47.41,Shopping,Amazon,10.63,2025-04-15,0.8574614899931512
2718,Safeway #3692,145.7,Food,Safeway,35.82,2025-06-02,0.7574952493953208
2719,AMC Theaters #4077 TX,31.8,Entertainment,AMC Theaters,2.77,2025-05-14,0.7484728049300758
2720,Lyft #6141 TX,40.35,Transportation,Lyft,26.3,2025-03-10,0.9917978582896889
2721,Netflix #3321,66.1,Entertainment,Netflix,7.68,2025-04-26,0.9093614471649555
2722,Amazon #6129 CA,482.79,Shopping,Amazon,88.19,2025-06-12,0.7369739626470772
2723,Shell Gas Station #7597,113.48,Transportation,Shell Gas Station,96.36,2024-07-28,0.8942102714484464
2724,Lyft #3546,70.9,Transportation,Lyft,50.67,2025-06-08,0.7227202627782083
2725,Apple Store #8195,115.55,Shopping,Apple Store,26.87,2024-06-26,0.7625397629776979
2726,ConEd Utility #9286 TX,75.86,Energy,ConEd Utility,24.46,2025-06-07,0.7362401794354004
2727,Spotify #8168,81.5,Entertainment,Spotify,9.49,2025-03-14,0.7607594488850653
2728,Best Buy #5772,498.04,Shopping,Best Buy,116.35,2024-11-28,0.7483721857487223
2729,PG&E Electric #9066,134.69,Energy,PG&E Electric,55.71,2024-07-30,0.8630279792746163
2730,Best Buy #8186,443.8,Shopping,Best Buy,100.05,2024-07-28,0.8666281540131155
2731,Safeway #5925 TX,68.07,Food,Safeway,19.9,2024-10-02,0.7612376552345025
2732,Netflix #5251,79.64,Entertainment,Netflix,9.0,2024-08-18,0.7057327452647889
2733,ConEd Utility #1860,68.91,Energy,ConEd Utility,24.92,2025-03-08,0.8290431922412708
2734,Target #9017 NY,84.86,Shopping,Target,18.95,2024-11-26,0.9298164237633347
2735,Chevron #3456 NY,65.67,Transportation,Chevron,48.53,2024-11-19,0.8909170083941903
2736,AMC Theaters #3433,74.23,Entertainment,AMC Theaters,8.29,2025-04-20,0.9774704308898221
2737,Netflix #1685,23.49,Entertainment,Netflix,2.57,2024-11-27,0.965857888303506
2738,Duke Energy #6046,220.47,Energy,Duke Energy,85.13,2024-07-25,0.8951661904182755
2739,ConEd Utility #4327,232.9,Energy,ConEd Utility,74.84,2024-11-09,0.9722190236666064
2740,Netflix #8608,90.65,Entertainment,Netflix,9.65,2024-12-08,0.8520309734830813
2741,Apple Store #7552,258.55,Shopping,Apple Store,57.14,2024-08-24,0.8386382392527312
2742,AMC Theaters #4803,49.5,Entertainment,AMC Theaters,4.31,2025-04-19,0.9993193089724179
2743,AMC Theaters #2045 CA,58.49,Entertainment,AMC Theaters,6.69,2024-12-24,0.9292842290612993
2744,PG&E Electric #2417,192.94,Energy,PG&E Electric,78.14,2025-01-30,0.9126655788850747
2745,Delta Airlines #4096,137.44,Transportation,Delta Airlines,93.89,2024-08-21,0.886410122540966
2746,Uber #8648,25.91,Transportation,Uber,18.82,2024-08-20,0.8898331425874939
2747,PG&E Electric #8053,114.02,Energy,PG&E Electric,47.34,2025-05-13,0.8883880851315408
2748,Uber #1400 TX,140.33,Transportation,Uber,105.57,2024-07-16,0.9813572995253017
2749,Apple Store #2733 NY,370.97,Shopping,Apple Store,64.9,2024-07-20,0.7546054320550731
2750,Best Buy #3401,149.32,Shopping,Best Buy,25.79,2025-04-12,0.8956227338297762
2751,Netflix #9144 NY,27.82,Entertainment,Netflix,2.92,2025-03-10,0.7081871640442204
2752,Best Buy #2259 NY,480.14,Shopping,Best Buy,99.48,2025-04-29,0.7306753477637318
2753,ConEd Utility #3523,248.51,Energy,ConEd Utility,108.05,2024-10-22,0.871785261195794
2754,Best Buy #2310,225.96,Shopping,Best Buy,51.89,2024-12-21,0.9902983371211623
2755,Best Buy #8496,213.63,Shopping,Best Buy,46.23,2025-04-20,0.9744948690423219
2756,Starbucks #9678 TX,85.19,Food,Starbucks,23.77,2025-03-06,0.7228773632949865
2757,Safeway #6497,68.51,Food,Safeway,22.05,2024-09-22,0.7950830807342066
2758,Amazon #1177 CA,21.16,Shopping,Amazon,3.4,2025-06-05,0.854413452986138
2759,AMC Theaters #4077,53.47,Entertainment,AMC Theaters,5.91,2025-04-22,0.9228859223067528
2760,PG&E Electric #3569,237.14,Energy,PG&E Electric,106.27,2025-06-06,0.7852267222455968
2761,Chevron #2139,171.05,Transportation,Chevron,115.73,2024-09-04,0.8877965427989918
2762,Starbucks #8796,148.59,Food,Starbucks,49.44,2024-08-03,0.8032001954455296
2763,Subway #6710 CA,92.92,Food,Subway,26.12,2025-01-06,0.9902416178700625
2764,McDonalds #8617,7.25,Food,McDonalds,2.25,2024-07-27,0.8235278585667646
2765,Duke Energy #9139 CA,297.36,Energy,Duke Energy,119.79,2024-11-06,0.8939315156176586
2766,AMC Theaters #8695 CA,92.4,Entertainment,AMC Theaters,10.15,2024-12-25,0.8381335136974384
2767,Amazon #8331,372.5,Shopping,Amazon,77.81,2024-11-14,0.9923523992308213
2768,ConEd Utility #2760,108.69,Energy,ConEd Utility,37.68,2025-04-17,0.9537979899272486
2769,AMC Theaters #7530 TX,33.84,Entertainment,AMC Theaters,3.08,2025-02-22,0.9581232624853862
2770,Netflix #8148,19.0,Entertainment,Netflix,1.9,2024-10-23,0.8150572913203752
2771,Uber #6072 CA,98.18,Transportation,Uber,68.16,2024-09-02,0.9587613899534115
2772,AMC Theaters #4356,24.93,Entertainment,AMC Theaters,2.0,2024-10-27,0.7726200520226676
2773,Lyft #6019,177.26,Transportation,Lyft,151.06,2024-11-07,0.9618471325260809
2774,Target #6004,314.13,Shopping,Target,55.55,2024-07-26,0.7704209914056872
2775,Spotify #4225,30.29,Entertainment,Spotify,2.73,2025-02-24,0.8196227116863186
2776,Whole Foods #1473 TX,134.32,Food,Whole Foods,41.04,2025-06-13,0.7881041488731374
2777,ConEd Utility #4240,148.37,Energy,ConEd Utility,63.84,2025-05-18,0.7933847746100875
2778,Spotify #9780,66.27,Entertainment,Spotify,7.48,2025-06-18,0.7845725246523159
2779,Spotify #4184,73.75,Entertainment,Spotify,8.34,2024-07-02,0.9553943403529175
2780,Chevron #4896 TX,140.75,Transportation,Chevron,133.65,2025-05-20,0.8016114887420864
2781,Subway #7311,51.45,Food,Subway,14.39,2025-04-29,0.9265498899496069
2782,Apple Store #1593,56.1,Shopping,Apple Store,12.28,2025-02-17,0.9877671677439077
2783,Best Buy #9875,28.39,Shopping,Best Buy,6.11,2025-01-21,0.9924804125841846
2784,Netflix #9180 NY,45.77,Entertainment,Netflix,4.63,2025-02-26,0.9709216980605736
2785,Duke Energy #8666 TX,224.56,Energy,Duke Energy,80.79,2025-05-14,0.8659934878133456
2786,Chevron #7929 CA,106.31,Transportation,Chevron,80.26,2024-07-20,0.752725393919517
2787,Spotify #5407,55.54,Entertainment,Spotify,5.47,2025-04-07,0.9183191341377441
2788,Whole Foods #3290 NY,17.37,Food,Whole Foods,4.56,2025-06-06,0.779893484975843
2789,Duke Energy #4629,204.82,Energy,Duke Energy,80.76,2025-05-31,0.963741681051548
2790,Lyft #6596 TX,121.38,Transportation,Lyft,88.04,2024-08-27,0.7279108790324975
2791,Target #5784,27.68,Shopping,Target,5.74,2024-12-03,0.895995272122061
2792,ConEd Utility #1076,168.7,Energy,ConEd Utility,74.95,2024-12-02,0.9050860784279395
2793,Subway #8778,60.32,Food,Subway,15.23,2024-08-19,0.7806893603768709
2794,ConEd Utility #2780 CA,265.35,Energy,ConEd Utility,89.36,2025-06-11,0.9178434207409525
2795,PG&E Electric #6443,270.31,Energy,PG&E Electric,101.65,2025-03-27,0.7742606779074271
2796,Spotify #1669,76.52,Entertainment,Spotify,7.23,2024-11-14,0.7802494102282203
2797,AMC Theaters #7144,36.95,Entertainment,AMC Theaters,4.01,2024-09-02,0.9330493547672055
2798,ConEd Utility #6117,298.32,Energy,ConEd Utility,125.19,2024-10-24,0.8657698988218172
2799,Whole Foods #2460 CA,13.4,Food,Whole Foods,4.13,2024-09-16,0.9942080392460204
2800,Safeway #3130,82.98,Food,Safeway,28.72,2024-07-22,0.8847987714372276
2801,Whole Foods #3474 TX,9.31,Food,Whole Foods,2.73,2025-02-14,0.7918484137960842
2802,Spotify #1750,93.93,Entertainment,Spotify,9.58,2024-11-24,0.8684193141025072
2803,Chevron #8745,83.03,Transportation,Chevron,73.78,2024-11-09,0.9621209598079159
2804,Apple Store #5525,249.51,Shopping,Apple Store,51.79,2024-11-21,0.9340601369148748
2805,McDonalds #9617 CA,114.91,Food,McDonalds,38.06,2025-03-09,0.8710516755378552
2806,Duke Energy #5744,256.3,Energy,Duke Energy,110.5,2025-04-12,0.7104774885302033
2807,AMC Theaters #1190,17.19,Entertainment,AMC Theaters,1.45,2024-10-17,0.8646516234958073
2808,Duke Energy #7441 CA,116.76,Energy,Duke Energy,43.99,2025-02-25,0.8197856987881437
2809,Duke Energy #2661 TX,102.31,Energy,Duke Energy,35.03,2025-06-17,0.9575383080946642
2810,Amazon #6060,242.47,Shopping,Amazon,53.78,2025-01-31,0.7167904144794072
2811,Spotify #1538 TX,18.44,Entertainment,Spotify,1.56,2025-04-04,0.944693508527822
2812,Apple Store #2548,333.91,Shopping,Apple Store,69.82,2024-10-30,0.8954845484975722
2813,Shell Gas Station #1400 CA,82.88,Transportation,Shell Gas Station,75.85,2024-11-03,0.7602283447750438
2814,Target #9921,321.27,Shopping,Target,56.78,2025-02-25,0.969631712124549
2815,Duke Energy #2143 TX,203.14,Energy,Duke Energy,84.77,2025-06-21,0.7023911936320769
2816,Target #2460,440.01,Shopping,Target,86.71,2025-03-17,0.771255640884879
2817,Safeway #4289,93.68,Food,Safeway,27.25,2025-06-04,0.9340257985087717
2818,ConEd Utility #9136 TX,250.72,Energy,ConEd Utility,102.15,2024-08-13,0.8212196784919737
2819,Lyft #9016,45.66,Transportation,Lyft,34.76,2024-11-13,0.9979127974406741
2820,Chevron #4284 CA,22.58,Transportation,Chevron,16.71,2024-10-27,0.8453842152739478
2821,Target #3658,353.35,Shopping,Target,80.68,2024-08-21,0.9032203528227918
2822,ConEd Utility #2401,237.26,Energy,ConEd Utility,108.9,2024-06-22,0.810152454516664
2823,Best Buy #1644,152.24,Shopping,Best Buy,25.52,2024-06-25,0.7543165444715239
2824,Netflix #2479,66.83,Entertainment,Netflix,6.42,2024-07-08,0.9795978661275688
2825,Duke Energy #7834 TX,243.54,Energy,Duke Energy,86.81,2024-12-13,0.9819898147908668
2826,Target #8392 TX,395.3,Shopping,Target,63.89,2024-12-24,0.8607049853076847
2827,ConEd Utility #5346 TX,230.16,Energy,ConEd Utility,109.0,2024-08-04,0.8610239177848562
2828,Duke Energy #8899,99.65,Energy,Duke Energy,44.27,2025-06-02,0.7678806607176433
2829,Safeway #3348,7.25,Food,Safeway,1.79,2025-04-14,0.998036884756239
2830,AMC Theaters #1991,17.48,Entertainment,AMC Theaters,2.08,2024-06-30,0.832736524127456
2831,Best Buy #8948 TX,489.04,Shopping,Best Buy,115.92,2025-06-20,0.9071476176706974
2832,Duke Energy #2715,77.17,Energy,Duke Energy,34.58,2024-11-24,0.8461767416060617
2833,Netflix #4238,37.54,Entertainment,Netflix,3.56,2024-08-27,0.8401078877341055
2834,AMC Theaters #1283,70.11,Entertainment,AMC Theaters,6.78,2024-08-30,0.8728632029032843
2835,Spotify #5547,17.56,Entertainment,Spotify,1.92,2024-11-19,0.7481713311960475
2836,Safeway #8157,6.35,Food,Safeway,2.09,2025-02-07,0.8785168486668575
2837,Delta Airlines #8200 CA,118.49,Transportation,Delta Airlines,96.58,2024-10-14,0.8170843182825469
2838,Target #6079 NY,12.44,Shopping,Target,2.43,2024-07-17,0.978116590416511
2839,Subway #5780,126.43,Food,Subway,39.1,2024-10-05,0.9542891766475176
2840,Duke Energy #2223,130.24,Energy,Duke Energy,51.8,2024-11-10,0.8532005432862325
2841,Best Buy #5196,390.67,Shopping,Best Buy,78.4,2024-10-16,0.7285954872524453
2842,Apple Store #4840,154.38,Shopping,Apple Store,35.66,2024-12-25,0.9098118347002505
2843,PG&E Electric #8893,190.14,Energy,PG&E Electric,73.98,2025-02-07,0.9275330226961821
2844,ConEd Utility #4146,58.08,Energy,ConEd Utility,26.7,2025-04-15,0.9707357159591381
2845,McDonalds #1414,99.36,Food,McDonalds,34.11,2024-11-11,0.8452027816375601
2846,Spotify #2405,80.05,Entertainment,Spotify,9.52,2025-04-21,0.8226412829356905
2847,Netflix #1391,53.51,Entertainment,Netflix,5.44,2024-10-19,0.847646424170586
2848,Uber #8468 TX,68.92,Transportation,Uber,59.78,2025-03-25,0.8415159138403938
2849,AMC Theaters #6176 NY,93.6,Entertainment,AMC Theaters,9.17,2024-11-22,0.9566206244765152
2850,Apple Store #5774,127.02,Shopping,Apple Store,21.77,2024-08-29,0.8194167105085943
2851,Whole Foods #7226,36.49,Food,Whole Foods,12.98,2025-05-24,0.9485332710637179
2852,Amazon #3584,397.28,Shopping,Amazon,88.71,2025-06-16,0.8500882717699437
2853,Spotify #3385 TX,28.81,Entertainment,Spotify,3.09,2025-06-13,0.9140285334315106
2854,Subway #1780 CA,31.24,Food,Subway,10.67,2024-11-24,0.995319188163894
